increment_id,user_id,start_datetime,end_datetime,"Driver first name","Driver last name","Payment Type",amount,transaction_id,payer_id,txn_type,source,description,currency,charged_at,created,"Transferred Amount","Pulled Amount","Transferred Source transaction_id",Transfer_id,"Transfer created At"
,,,,,,4,97.93,ch_3MMUhYFbDFTkDvDo00mANdGa,907,Charge,stripe,,USD,"2023-01-04 11:00:10","2023-01-04 11:00:10",,,,,
,,,,,,2,365.96,ch_3MMUhWFbDFTkDvDo0gK3eS2i,,Charge,stripe,,USD,"2023-01-04 11:00:10","2023-01-04 11:00:10",,,,,
1000856-11,1,"2023-01-04 08:00:00","2023-01-11 08:00:00",Adam,Test101822,,,,,,,,,,,,,,,
,,,,,,4,97.93,ch_3MMUheFbDFTkDvDo0MSam0Ff,903,Charge,stripe,,USD,"2023-01-04 11:00:15","2023-01-04 11:00:15",,,,,
,,,,,,2,174.89,ch_3MMUhcFbDFTkDvDo1kUuHyQa,,Charge,stripe,,USD,"2023-01-04 11:00:16","2023-01-04 11:00:16",,,,,
1000861-8,1,"2023-01-04 09:00:00","2023-01-11 09:00:00",Adam,Test110822,,,,,,,,,,,,,,,
,,,,,,4,32.62,ch_3M6XiwFbDFTkDvDo04aq9cau,909,Charge,wallet,,USD,"2022-11-21 10:59:40","2023-01-04 12:00:08",,,,,
,,,,,,2,145.01,ch_3M6XiwFbDFTkDvDo04aq9cau,,Charge,wallet,,USD,"2022-11-21 10:59:40","2023-01-04 12:00:08",,,,,
1000709-88,1,"2023-01-04 12:00:00","2023-01-11 12:00:00",Adam,Test042721v8,,,,,,,,,,,,,,,
,,,,,,4,179.62,ch_3MMYRoFbDFTkDvDo0QN5pNH3,644,Charge,stripe,,USD,"2023-01-04 15:00:09","2023-01-04 15:00:09",,,,,
,,,,,,2,196.01,ch_3MMYRmFbDFTkDvDo1BaYFYW5,,Charge,stripe,,USD,"2023-01-04 15:00:09","2023-01-04 15:00:09",,,,,
1000769-59,1,"2023-01-04 15:40:00","2023-01-11 15:40:00",Adam,Test1117,,,,,,,,,,,,,,,
,,,,,,4,99.89,ch_3MMbseFbDFTkDvDo18m6A2ub,804,Charge,stripe,,USD,"2023-01-04 18:40:06","2023-01-04 18:40:06",,,,,
,,,,,,2,271.51,ch_3MMbsdFbDFTkDvDo09HWljod,,Charge,stripe,,USD,"2023-01-04 18:40:06","2023-01-04 18:40:06",,,,,
1000732-83,1,"2023-01-04 17:00:00","2023-01-11 17:00:00",Adam,Test053121,,,,,,,,,,,,,,,
,,,,,,4,68.60,ch_3MMd89FbDFTkDvDo1W7A24AK,727,Charge,stripe,,USD,"2023-01-04 20:00:10","2023-01-04 20:00:10",,,,,
,,,,,,2,146.95,ch_3MMd87FbDFTkDvDo003NP4ST,,Charge,stripe,,USD,"2023-01-04 20:00:11","2023-01-04 20:00:11",,,,,
1000809-52,1,"2023-01-04 17:33:00","2023-01-11 17:33:00",Adam,Test010522,,,,,,,,,,,,,,,
,,,,,,4,99.89,ch_3MMdknFbDFTkDvDo0f2CXNeL,837,Charge,stripe,,USD,"2023-01-04 20:40:07","2023-01-04 20:40:07",,,,,
,,,,,,2,261.78,ch_3MMdkmFbDFTkDvDo0mjGTGhI,,Charge,stripe,,USD,"2023-01-04 20:40:07","2023-01-04 20:40:07",,,,,
1000744-81,1,"2023-01-04 18:00:00","2023-01-11 18:00:00",Adam,Test061621,,,,,,,,,,,,,,,
,,,,,,4,68.60,ch_3MMe4EFbDFTkDvDo0YMtksj8,733,Charge,stripe,,USD,"2023-01-04 21:00:12","2023-01-04 21:00:12",,,,,
,,,,,,2,1.73,ch_3LSofpFbDFTkDvDo0v6kU82E,,Charge,wallet,,USD,"2022-08-03 21:00:03","2023-01-04 21:00:12",,,,,
,,,,,,2,3.85,ch_3LXtLMFbDFTkDvDo1Ibg8r5Y,,Charge,wallet,,USD,"2022-08-17 21:00:17","2023-01-04 21:00:12",,,,,
,,,,,,2,106.10,ch_3MMe4CFbDFTkDvDo13hI0YmZ,,Charge,stripe,,USD,"2023-01-04 21:00:12","2023-01-04 21:00:12",,,,,
,,,,,,2,-1.73,ch_3LSofpFbDFTkDvDo0v6kU82E,,Refund,wallet,,USD,"2022-08-03 21:00:03","2023-01-11 21:00:06",,,,,
,,,,,,2,-3.85,ch_3LXtLMFbDFTkDvDo1Ibg8r5Y,,Refund,wallet,,USD,"2022-08-17 21:00:17","2023-01-11 21:00:06",,,,,
1000757-80,1,"2023-01-04 21:23:00","2023-01-10 21:23:00",Adam,Test090821,,,,,,,,,,,,,,,
,,,,,,4,57.12,ch_3MMhFYFbDFTkDvDo0K5u7t1A,770,Charge,stripe,,USD,"2023-01-05 00:24:05","2023-01-05 00:24:05",,,,,
,,,,,,2,138.80,ch_3MMhFXFbDFTkDvDo1QNHzlF0,,Charge,stripe,,USD,"2023-01-05 00:24:06","2023-01-05 00:24:06",,,,,
1000734-83,1,"2023-01-04 22:00:00","2023-01-11 22:00:00",Adam,Test060221,,,,,,,,,,,,,,,
,,,,,,4,68.60,ch_3MMhoTFbDFTkDvDo1RVFK18s,728,Charge,stripe,,USD,"2023-01-05 01:00:11","2023-01-05 01:00:11",,,,,
,,,,,,2,204.10,ch_3MMhoSFbDFTkDvDo1IsaC5do,,Charge,stripe,,USD,"2023-01-05 01:00:11","2023-01-05 01:00:11",,,,,
1000797-54,1,"2023-01-05 13:00:00","2023-01-12 13:00:00",ADAM,POTASH,,,,,,,,,,,,,,,
,,,,,,4,33.25,ch_3MMvrOFbDFTkDvDo14OW2sff,457,Charge,stripe,,USD,"2023-01-05 16:00:07","2023-01-05 16:00:07",,,,,
,,,,,,2,200.88,ch_3MMvrNFbDFTkDvDo1pM4QWIS,,Charge,stripe,,USD,"2023-01-05 16:00:08","2023-01-05 16:00:08",,,,,
1000761-87,1,"2023-01-05 17:21:04","2023-01-19 17:21:04",Adam,Test103121,,,,,,,,,,,,,,,
,,,,,,4,66.50,ch_3MMzyqFbDFTkDvDo1mZBknKx,783,Charge,stripe,,USD,"2023-01-05 20:24:06","2023-01-05 20:24:06",,,,,
,,,,,,2,6.72,ch_3LTAaSFbDFTkDvDo15QvGmVQ,,Charge,wallet,,USD,"2022-08-04 20:24:04","2023-01-05 20:24:06",,,,,
,,,,,,2,15.05,ch_3LmiMrFbDFTkDvDo0JVENamL,,Charge,wallet,,USD,"2022-09-27 18:18:27","2023-01-05 20:24:06",,,,,
,,,,,,2,413.70,ch_3MMzypFbDFTkDvDo07joIcze,,Charge,stripe,,USD,"2023-01-05 20:24:06","2023-01-05 20:24:06",,,,,
,,,,,,2,-6.72,ch_3LTAaSFbDFTkDvDo15QvGmVQ,,Refund,wallet,,USD,"2022-08-04 20:24:04","2023-01-19 20:24:02",,,,,
,,,,,,2,-15.05,ch_3LmiMrFbDFTkDvDo0JVENamL,,Refund,wallet,,USD,"2022-09-27 18:18:27","2023-01-19 20:24:02",,,,,
1000798-54,1,"2023-01-05 19:05:00","2023-01-12 19:05:00",Adam,Test122021,,,,,,,,,,,,,,,
,,,,,,4,99.89,ch_3MN1bUFbDFTkDvDo1Y8PUgP5,827,Charge,stripe,,USD,"2023-01-05 22:08:06","2023-01-05 22:08:06",,,,,
,,,,,,2,307.09,ch_3MN1bTFbDFTkDvDo1RvyQKFf,,Charge,stripe,,USD,"2023-01-05 22:08:06","2023-01-05 22:08:06",,,,,
1000851-20,1,"2023-01-05 20:43:00","2023-01-12 20:43:00",Adam,Test081822,,,,,,,,,,,,,,,
,,,,,,4,48.93,ch_3MN3AHFbDFTkDvDo038DFt9P,883,Charge,stripe,,USD,"2023-01-05 23:48:07","2023-01-05 23:48:07",,,,,
